Customer_ID,Num_Bank_Accounts,Num_Credit_Card,Type_of_Loan,Credit_History_Age,Account_ID
CUS_0x8e29,8,4,"Mortgage Loan, Mortgage Loan, Student Loan, and Student Loan",14 Years and 4 Months,1791
CUS_0x4339,4,3,Home Equity Loan,15 Years and 10 Months,1792
CUS_0xbdc2,3,7,"Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",26 Years and 10 Months,1793
CUS_0x1192,7,761,"Payday Loan, and Payday Loan",23 Years and 2 Months,1794
CUS_0x6da3,2,1407,,32 Years and 8 Months,1795
CUS_0x12d1,4,4,"Credit-Builder Loan, and Debt Consolidation Loan",26 Years and 5 Months,1796
CUS_0x8b62,8,10,"Not Specified, Auto Loan, Student Loan, Debt Consolidation Loan, and Personal Loan",11 Years and 11 Months,1797
CUS_0xc1cc,1,4,"Not Specified, Not Specified, Home Equity Loan, and Student Loan",30 Years and 8 Months,1798
CUS_0x6e6c,8,5,Personal Loan,,1799
CUS_0x22d6,3,5,,6 Years and 5 Months,1800
CUS_0x7edd,4,6,"Credit-Builder Loan, and Home Equity Loan",21 Years and 11 Months,1801
CUS_0x71ca,10,5,"Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, and Auto Loan",11 Years and 7 Months,1802
CUS_0x7dcd,8,822,"Debt Consolidation Loan, Mortgage Loan, and Mortgage Loan",,1803
CUS_0x3cc8,6,9,"Student Loan, and Student Loan",14 Years and 10 Months,1804
CUS_0xafb5,4,5,"Mortgage Loan, and Student Loan",,1805
CUS_0x45da,7,7,"Student Loan, Payday Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Personal Loan, and Debt Consolidation Loan",11 Years and 5 Months,1806
CUS_0x7a9f,10,6,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Mortgage Loan, and Not Specified",2 Years and 5 Months,1807
CUS_0x5998,8,6,"Student Loan, Auto Loan, Payday Loan, and Home Equity Loan",32 Years and 9 Months,1808
CUS_0x610d,8,6,Home Equity Loan,25 Years and 10 Months,1809
CUS_0xa2ee,7,9,"Student Loan, Mortgage Loan, Auto Loan, Personal Loan, Personal Loan, Mortgage Loan, Payday Loan, and Debt Consolidation Loan",12 Years and 5 Months,1810
CUS_0xbc06,6,269,"Mortgage Loan, Auto Loan, Student Loan, Student Loan, Mortgage Loan, Payday Loan, and Home Equity Loan",18 Years and 11 Months,1811
CUS_0x8666,6,7,"Auto Loan, Mortgage Loan, Personal Loan, Auto Loan, and Payday Loan",14 Years and 9 Months,1812
CUS_0x5f66,9,10,"Payday Loan, Auto Loan, Debt Consolidation Loan, Mortgage Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Student Loan",5 Years and 9 Months,1813
CUS_0xa95,5,3,"Auto Loan, Auto Loan, Auto Loan, and Home Equity Loan",21 Years and 9 Months,1814
CUS_0x543d,8,7,,21 Years and 7 Months,1815
CUS_0x22e0,7,8,"Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Mortgage Loan, and Mortgage Loan",15 Years and 2 Months,1816
CUS_0x9813,2,5,"Student Loan, and Student Loan",16 Years and 2 Months,1817
CUS_0x4e4a,7,3,"Student Loan, Auto Loan, and Mortgage Loan",15 Years and 2 Months,1818
CUS_0x6e19,7,3,"Credit-Builder Loan, Not Specified, Not Specified, Payday Loan, and Personal Loan",7 Years and 9 Months,1819
CUS_0x1439,6,5,"Mortgage Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",24 Years and 1 Months,1820
CUS_0x42f,5,4,"Student Loan, and Personal Loan",31 Years and 11 Months,1821
CUS_0x36ed,10,8,"Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Personal Loan",17 Years and 11 Months,1822
CUS_0x3f43,6,5,"Debt Consolidation Loan, Student Loan, Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Student Loan",8 Years and 1 Months,1823
CUS_0x6cad,10,6,"Personal Loan, Mortgage Loan, Not Specified, Personal Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, and Payday Loan",12 Years and 7 Months,1824
CUS_0xb19c,3,4,"Mortgage Loan, Not Specified, and Auto Loan",27 Years and 8 Months,1825
CUS_0x4304,4,6,"Payday Loan, Payday Loan, Mortgage Loan, and Mortgage Loan",19 Years and 4 Months,1826
CUS_0x80d0,6,5,"Student Loan, Personal Loan, Auto Loan, Home Equity Loan, and Home Equity Loan",10 Years and 9 Months,1827
CUS_0xa731,4,4,,,1828
CUS_0x40fa,4,1,"Credit-Builder Loan, and Personal Loan",21 Years and 2 Months,1829
CUS_0x7f43,7,6,"Mortgage Loan, Home Equity Loan, Student Loan, Auto Loan, and Personal Loan",7 Years and 1 Months,1830
CUS_0x4bc1,8,8,"Personal Loan, Debt Consolidation Loan, Mortgage Loan, and Auto Loan",14 Years and 7 Months,1831
CUS_0x7faa,7,3,"Student Loan, Payday Loan, Home Equity Loan, and Student Loan",,1832
CUS_0x2b54,7,7,,32 Years and 9 Months,1833
CUS_0xb5d7,6,8,"Mortgage Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, and Auto Loan",,1834
CUS_0x4728,10,9,"Not Specified, Auto Loan, Home Equity Loan, Payday Loan, Home Equity Loan, Not Specified, and Personal Loan",3 Years and 11 Months,1835
CUS_0x704,5,5,"Not Specified, Not Specified, Personal Loan, and Student Loan",25 Years and 10 Months,1836
CUS_0x8b9a,2,2,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, and Auto Loan",27 Years and 11 Months,1837
CUS_0xaaaf,8,6,"Student Loan, and Mortgage Loan",5 Years and 8 Months,1838
CUS_0xa133,1,5,Not Specified,24 Years and 8 Months,1839
CUS_0x638,8,9,"Not Specified, Home Equity Loan, Personal Loan, Home Equity Loan, Student Loan, Student Loan, and Mortgage Loan",6 Years and 2 Months,1840
CUS_0x83e8,6,5,Credit-Builder Loan,29 Years and 3 Months,1841
CUS_0x913c,8,5,"Mortgage Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",19 Years and 4 Months,1842
CUS_0x2f0a,7,7,"Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Student Loan, and Payday Loan",15 Years and 1 Months,1843
CUS_0x3ee,9,6,"Credit-Builder Loan, and Payday Loan",15 Years and 2 Months,1844
CUS_0xc29a,9,9,"Not Specified, Mortgage Loan, Mortgage Loan, Personal Loan, Payday Loan, Debt Consolidation Loan, and Payday Loan",6 Years and 3 Months,1845
CUS_0x4d33,6,5,"Personal Loan, Auto Loan, Debt Consolidation Loan, and Not Specified",6 Years and 4 Months,1846
CUS_0xb99c,8,6,"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Auto Loan",28 Years and 5 Months,1847
CUS_0x615a,5,5,"Student Loan, Not Specified, Mortgage Loan, and Credit-Builder Loan",18 Years and 10 Months,1848
CUS_0x4b61,8,6,Debt Consolidation Loan,15 Years and 11 Months,1849
CUS_0x5825,7,6,"Not Specified, Student Loan, Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Payday Loan",14 Years and 1 Months,1850
CUS_0xac0b,4,5,"Payday Loan, Student Loan, and Credit-Builder Loan",25 Years and 2 Months,1851
CUS_0xba03,8,5,"Debt Consolidation Loan, Auto Loan, Home Equity Loan, and Personal Loan",15 Years and 9 Months,1852
CUS_0xbbcf,6,6,"Auto Loan, Payday Loan, Credit-Builder Loan, Personal Loan, Not Specified, and Auto Loan",17 Years and 1 Months,1853
CUS_0x7be5,6,10,"Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Not Specified, Mortgage Loan, Student Loan, and Debt Consolidation Loan",13 Years and 10 Months,1854
CUS_0x7fd1,5,7,"Auto Loan, Credit-Builder Loan, Student Loan, Payday Loan, and Payday Loan",9 Years and 3 Months,1855
CUS_0x1410,5,6,Debt Consolidation Loan,30 Years and 7 Months,1856
CUS_0xc042,5,6,"Home Equity Loan, Not Specified, Home Equity Loan, Not Specified, Credit-Builder Loan, Auto Loan, and Payday Loan",13 Years and 10 Months,1857
CUS_0x5f34,2,5,"Mortgage Loan, Not Specified, Personal Loan, and Debt Consolidation Loan",24 Years and 7 Months,1858
CUS_0x6bd8,0,2,Student Loan,30 Years and 9 Months,1859
CUS_0x43e9,6,6,"Personal Loan, Auto Loan, Payday Loan, and Personal Loan",17 Years and 7 Months,1860
CUS_0x32be,5,4,"Debt Consolidation Loan, Auto Loan, and Payday Loan",,1861
CUS_0x3844,4,3,"Payday Loan, Home Equity Loan, and Payday Loan",23 Years and 7 Months,1862
CUS_0x882f,7,7,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Not Specified, and Credit-Builder Loan",6 Years and 7 Months,1863
CUS_0x81f5,4,7,"Personal Loan, Personal Loan, and Payday Loan",17 Years and 5 Months,1864
CUS_0xcd5,6,1242,"Not Specified, Personal Loan, Student Loan, Auto Loan, Home Equity Loan, and Payday Loan",9 Years and 3 Months,1865
CUS_0x3537,6,5,"Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, Personal Loan, and Student Loan",12 Years and 9 Months,1866
CUS_0x418,8,7,"Student Loan, and Payday Loan",10 Years and 10 Months,1867
CUS_0xa06,6,7,"Debt Consolidation Loan, Home Equity Loan, and Student Loan",23 Years and 5 Months,1868
CUS_0x60da,3,5,,16 Years and 1 Months,1869
CUS_0x5ae,8,6,"Not Specified, Personal Loan, Auto Loan, Student Loan, Credit-Builder Loan, and Student Loan",16 Years and 3 Months,1870
CUS_0x8e96,8,6,"Auto Loan, Mortgage Loan, and Auto Loan",10 Years and 11 Months,1871
CUS_0x5e7f,10,10,"Not Specified, Home Equity Loan, and Home Equity Loan",11 Years and 7 Months,1872
CUS_0x640f,6,9,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, and Auto Loan",3 Years and 10 Months,1873
CUS_0x8ad,3,3,Auto Loan,16 Years and 9 Months,1874
CUS_0x716d,0,7,Payday Loan,,1875
CUS_0x6b9f,9,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Mortgage Loan, Personal Loan, and Auto Loan",9 Years and 2 Months,1876
CUS_0xb0fd,7,4,"Credit-Builder Loan, Not Specified, Student Loan, and Auto Loan",8 Years and 3 Months,1877
CUS_0x4628,5,3,"Student Loan, and Personal Loan",23 Years and 7 Months,1878
CUS_0x7ccf,8,9,"Auto Loan, Personal Loan, Not Specified, Not Specified, Debt Consolidation Loan, Mortgage Loan, and Debt Consolidation Loan",4 Years and 1 Months,1879
CUS_0x5d5,7,5,"Mortgage Loan, Student Loan, Mortgage Loan, Home Equity Loan, and Payday Loan",13 Years and 9 Months,1880
CUS_0x58ec,8,4,"Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",17 Years and 1 Months,1881
CUS_0x4a0a,7,6,"Auto Loan, Payday Loan, Personal Loan, Not Specified, Payday Loan, Mortgage Loan, Debt Consolidation Loan, and Home Equity Loan",10 Years and 3 Months,1882
CUS_0x2708,108,6,,30 Years and 5 Months,1883
CUS_0x37de,7,8,"Debt Consolidation Loan, Personal Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, Student Loan, Auto Loan, Payday Loan, and Debt Consolidation Loan",11 Years and 4 Months,1884
CUS_0x75d3,7,7,"Auto Loan, Payday Loan, and Personal Loan",24 Years and 10 Months,1885
CUS_0x52fb,7,3,"Home Equity Loan, Student Loan, Debt Consolidation Loan, Auto Loan, Student Loan, Auto Loan, and Payday Loan",18 Years and 3 Months,1886
CUS_0x761b,5,7,,29 Years and 5 Months,1887
CUS_0x31eb,3,4,"Auto Loan, Home Equity Loan, and Payday Loan",16 Years and 5 Months,1888
CUS_0x4096,6,6,"Debt Consolidation Loan, Not Specified, Auto Loan, Not Specified, and Mortgage Loan",14 Years and 5 Months,1889
CUS_0x7ad9,3,3,"Credit-Builder Loan, Not Specified, and Debt Consolidation Loan",10 Years and 9 Months,1890
CUS_0xb2bd,6,8,"Payday Loan, Not Specified, Personal Loan, Home Equity Loan, Payday Loan, and Auto Loan",7 Years and 9 Months,1891
CUS_0x8c13,5,1,"Student Loan, Not Specified, and Credit-Builder Loan",29 Years and 4 Months,1892
CUS_0x1ef7,3,8,"Debt Consolidation Loan, Not Specified, and Auto Loan",7 Years and 11 Months,1893
CUS_0x9c34,9,7,"Home Equity Loan, Credit-Builder Loan, Student Loan, Auto Loan, and Payday Loan",6 Years and 5 Months,1894
CUS_0x5be7,1467,7,"Home Equity Loan, and Mortgage Loan",29 Years and 4 Months,1895
CUS_0x961b,4,1,Mortgage Loan,26 Years and 11 Months,1896
CUS_0x2112,6,4,"Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, and Home Equity Loan",18 Years and 3 Months,1897
CUS_0x6673,8,8,"Home Equity Loan, Not Specified, Student Loan, Mortgage Loan, Payday Loan, Student Loan, Student Loan, Mortgage Loan, and Student Loan",1 Years and 11 Months,1898
CUS_0x1f46,3,5,"Payday Loan, Student Loan, and Not Specified",26 Years and 2 Months,1899
CUS_0x4657,2,7,"Payday Loan, and Auto Loan",26 Years and 3 Months,1900
CUS_0x4947,9,7,"Auto Loan, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",10 Years and 11 Months,1901
CUS_0x1488,8,8,"Credit-Builder Loan, Student Loan, Mortgage Loan, Auto Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",,1902
CUS_0x9388,7,4,"Credit-Builder Loan, Not Specified, and Credit-Builder Loan",32 Years and 7 Months,1903
CUS_0x85a7,2,7,"Mortgage Loan, Not Specified, Home Equity Loan, and Payday Loan",28 Years and 8 Months,1904
CUS_0x7de0,0,2,"Mortgage Loan, Auto Loan, Auto Loan, and Payday Loan",17 Years and 11 Months,1905
CUS_0xafc4,10,8,"Home Equity Loan, Student Loan, Personal Loan, Credit-Builder Loan, Not Specified, Personal Loan, and Mortgage Loan",10 Years and 5 Months,1906
CUS_0x2b4c,2,2,,27 Years and 10 Months,1907
CUS_0x60c9,3,7,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",32 Years and 9 Months,1908
CUS_0x9c09,1,5,"Mortgage Loan, Payday Loan, and Mortgage Loan",29 Years and 11 Months,1909
CUS_0x7daf,7,6,,16 Years and 8 Months,1910
CUS_0x5c67,8,7,,32 Years and 1 Months,1911
CUS_0xaeb8,4,6,"Not Specified, Not Specified, Home Equity Loan, Auto Loan, and Not Specified",12 Years and 10 Months,1912
CUS_0x36fb,6,7,"Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Student Loan, Not Specified, and Payday Loan",8 Years and 10 Months,1913
CUS_0x10bb,0,1,"Payday Loan, Home Equity Loan, Auto Loan, and Debt Consolidation Loan",23 Years and 3 Months,1914
CUS_0x4206,6,9,"Not Specified, Auto Loan, Student Loan, Home Equity Loan, Student Loan, and Credit-Builder Loan",7 Years and 2 Months,1915
CUS_0x455e,3,4,Auto Loan,,1916
CUS_0x4ba1,6,9,"Personal Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, Payday Loan, and Payday Loan",13 Years and 2 Months,1917
CUS_0x645f,7,6,"Payday Loan, Home Equity Loan, Student Loan, Personal Loan, and Not Specified",12 Years and 2 Months,1918
CUS_0x387a,10,9,"Not Specified, Personal Loan, Not Specified, and Personal Loan",,1919
CUS_0x8370,9,8,"Auto Loan, and Debt Consolidation Loan",10 Years and 8 Months,1920
CUS_0x82dd,2,1,Auto Loan,31 Years and 11 Months,1921
CUS_0x2e8b,5,2,"Not Specified, Home Equity Loan, and Home Equity Loan",27 Years and 7 Months,1922
CUS_0x3fb3,0,4,"Student Loan, Student Loan, and Not Specified",22 Years and 8 Months,1923
CUS_0x590,8,7,"Student Loan, and Personal Loan",16 Years and 4 Months,1924
CUS_0x1d85,7,3,"Student Loan, and Not Specified",12 Years and 2 Months,1925
CUS_0x39c0,5,6,"Credit-Builder Loan, and Student Loan",18 Years and 8 Months,1926
CUS_0x4a11,6,4,,17 Years and 2 Months,1927
CUS_0xa3ba,8,5,"Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Auto Loan, and Not Specified",6 Years and 3 Months,1928
CUS_0x31bd,10,8,"Home Equity Loan, Auto Loan, Payday Loan, and Home Equity Loan",14 Years and 8 Months,1929
CUS_0x514e,10,7,"Student Loan, Debt Consolidation Loan, Auto Loan, Not Specified, and Credit-Builder Loan",8 Years and 11 Months,1930
CUS_0x4d61,5,7,"Home Equity Loan, and Home Equity Loan",24 Years and 8 Months,1931
CUS_0x78a2,9,10,"Personal Loan, Not Specified, Mortgage Loan, Not Specified, Auto Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",12 Years and 9 Months,1932
CUS_0x8927,5,77,"Student Loan, Home Equity Loan, and Payday Loan",26 Years and 8 Months,1933
CUS_0xf3c,8,4,"Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",15 Years and 3 Months,1934
CUS_0x85ba,8,4,Personal Loan,23 Years and 5 Months,1935
CUS_0x1e96,10,7,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, Auto Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",4 Years and 5 Months,1936
CUS_0x5f67,7,7,"Credit-Builder Loan, Not Specified, and Debt Consolidation Loan",27 Years and 11 Months,1937
CUS_0x28f3,5,4,"Personal Loan, and Credit-Builder Loan",20 Years and 9 Months,1938
CUS_0x124a,2,6,"Mortgage Loan, Payday Loan, and Not Specified",23 Years and 1 Months,1939
CUS_0x2123,3,5,,23 Years and 7 Months,1940
CUS_0x37fb,4,4,Not Specified,20 Years and 9 Months,1941
CUS_0x45db,8,4,"Mortgage Loan, and Payday Loan",,1942
CUS_0x8ac0,2,3,"Auto Loan, Not Specified, Debt Consolidation Loan, and Debt Consolidation Loan",18 Years and 3 Months,1943
CUS_0x6fb1,6,5,"Payday Loan, Mortgage Loan, Not Specified, and Auto Loan",19 Years and 2 Months,1944
CUS_0xc492,4,1,Personal Loan,28 Years and 1 Months,1945
CUS_0x7dac,5,5,"Mortgage Loan, and Home Equity Loan",,1946
CUS_0x3a1b,5,5,"Auto Loan, Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",25 Years and 7 Months,1947
CUS_0x6596,3,6,Not Specified,30 Years and 3 Months,1948
CUS_0x121b,1,6,"Debt Consolidation Loan, and Not Specified",16 Years and 10 Months,1949
CUS_0xb46,4,3,"Not Specified, Auto Loan, and Personal Loan",19 Years and 5 Months,1950
CUS_0x34aa,6,6,"Auto Loan, Mortgage Loan, Personal Loan, Payday Loan, and Credit-Builder Loan",,1951
CUS_0x689c,5,5,"Auto Loan, Mortgage Loan, Credit-Builder Loan, Mortgage Loan, and Student Loan",15 Years and 3 Months,1952
CUS_0x553,7,10,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Personal Loan, Payday Loan, Payday Loan, Home Equity Loan, and Credit-Builder Loan",7 Years and 7 Months,1953
CUS_0x5050,8,5,Student Loan,32 Years and 11 Months,1954
CUS_0x95cf,2,6,Auto Loan,26 Years and 10 Months,1955
CUS_0x3f18,6,6,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Payday Loan, Student Loan, and Credit-Builder Loan",13 Years and 4 Months,1956
CUS_0xb74c,0,1479,"Personal Loan, Personal Loan, and Home Equity Loan",16 Years and 8 Months,1957
CUS_0x7a0a,6,7,Not Specified,30 Years and 4 Months,1958
CUS_0x8f4,6,6,,23 Years and 1 Months,1959
CUS_0xb6b9,3,2,"Personal Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",21 Years and 5 Months,1960
CUS_0xb5e3,7,7,"Debt Consolidation Loan, Mortgage Loan, Debt Consolidation Loan, and Not Specified",18 Years and 3 Months,1961
CUS_0x1748,5,5,"Mortgage Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",20 Years and 7 Months,1962
CUS_0xb223,4,3,"Personal Loan, Payday Loan, and Debt Consolidation Loan",25 Years and 4 Months,1963
CUS_0xf58,6,4,Debt Consolidation Loan,17 Years and 5 Months,1964
CUS_0x801f,5,6,"Student Loan, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",24 Years and 10 Months,1965
CUS_0xb93e,4,4,"Payday Loan, Home Equity Loan, Not Specified, Personal Loan, Debt Consolidation Loan, and Mortgage Loan",17 Years and 5 Months,1966
CUS_0x102d,5,3,Mortgage Loan,29 Years and 8 Months,1967
CUS_0xb51a,6,6,"Home Equity Loan, Mortgage Loan, Personal Loan, Student Loan, Credit-Builder Loan, Auto Loan, Student Loan, and Auto Loan",2 Years and 1 Months,1968
CUS_0x4843,10,10,"Mortgage Loan, Auto Loan, Auto Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Not Specified, Auto Loan, and Mortgage Loan",1 Years and 8 Months,1969
CUS_0x5c81,3,7,"Payday Loan, Mortgage Loan, Personal Loan, and Personal Loan",9 Years and 4 Months,1970
CUS_0x4be5,8,3,"Mortgage Loan, Student Loan, Mortgage Loan, Mortgage Loan, and Credit-Builder Loan",14 Years and 3 Months,1971
CUS_0x3e57,6,10,"Not Specified, Home Equity Loan, Student Loan, and Credit-Builder Loan",5 Years and 10 Months,1972
CUS_0x83f,3,6,"Credit-Builder Loan, Personal Loan, Student Loan, and Not Specified",9 Years and 11 Months,1973
CUS_0xb182,1,4,,28 Years and 9 Months,1974
CUS_0x79d5,10,10,"Not Specified, Mortgage Loan, Auto Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",11 Years and 3 Months,1975
CUS_0x3bc5,9,7,"Payday Loan, Credit-Builder Loan, Personal Loan, Personal Loan, Auto Loan, and Auto Loan",12 Years and 2 Months,1976
CUS_0x3ded,10,6,"Debt Consolidation Loan, Auto Loan, Personal Loan, Auto Loan, Payday Loan, Debt Consolidation Loan, and Personal Loan",8 Years and 4 Months,1977
CUS_0x7808,8,7,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Not Specified, and Not Specified",5 Years and 11 Months,1978
CUS_0x966e,7,6,"Debt Consolidation Loan, Auto Loan, and Home Equity Loan",14 Years and 8 Months,1979
CUS_0x29ff,4,7,,17 Years and 2 Months,1980
CUS_0xbca8,3,3,"Credit-Builder Loan, and Credit-Builder Loan",26 Years and 7 Months,1981
